表1-2-9 高級中等學校畢業生升學情形—按群別分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102 學年度 2013-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
單位：人；％,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人數,,,,,,,,,,,,,,,比率,,,,,,,,,,,,,,,
國立,,,,"79,112","72,027","27,594","1,944","38,526","1,737",171,44,99,30,51,502,"1,023",260,46,100.00,91.04,34.88,2.46,48.70,2.20,0.22,0.06,0.13,0.04,0.06,0.63,1.29,0.33,0.06,
,普通科,,,"34,267","33,108","15,733",73,"16,005",141, -,1,6,3,48,407,458,226,7,100.00,96.62,45.91,0.21,46.71,0.41, -,0.00,0.02,0.01,0.14,1.19,1.34,0.66,0.02,
,職業科,,,"30,637","26,930","9,429","1,595","14,358",861,137,23,59,21,1,12,407,13,14,100.00,87.90,30.78,5.21,46.86,2.81,0.45,0.08,0.19,0.07,0.00,0.04,1.33,0.04,0.05,
,,,機械群,"4,502","4,022","1,356",416,"1,828",296,21, -,4,4, -,2,90,1,4,100.00,89.34,30.12,9.24,40.60,6.57,0.47, -,0.09,0.09, -,0.04,2.00,0.02,0.09,
,,,動力機械群,"1,239",942,308,47,466,65,12,7, -,1, -,2,34, -, -,100.00,76.03,24.86,3.79,37.61,5.25,0.97,0.56, -,0.08, -,0.16,2.74, -, -,
,,,電機與電子群,"5,195","4,672","1,762",171,"2,478",122,18,4,5,6, -,3,101, -,2,100.00,89.93,33.92,3.29,47.70,2.35,0.35,0.08,0.10,0.12, -,0.06,1.94, -,0.04,
,,,化工群,"1,268","1,200",566,35,537,32,2,1, -,1, -, -,26, -, -,100.00,94.64,44.64,2.76,42.35,2.52,0.16,0.08, -,0.08, -, -,2.05, -, -,
,,,土木與建築群,"1,267","1,142",316,67,676,30,25,1,2,2, -, -,21,1,1,100.00,90.13,24.94,5.29,53.35,2.37,1.97,0.08,0.16,0.16, -, -,1.66,0.08,0.08,
,,,商業與管理群,"7,990","7,587","2,663",440,"4,304",99,1,4,3,2,1,1,62,5,2,100.00,94.96,33.33,5.51,53.87,1.24,0.01,0.05,0.04,0.03,0.01,0.01,0.78,0.06,0.03,
,,,外語群,887,874,496,8,359,5, -,1, -, -, -,1,1,2,1,100.00,98.53,55.92,0.90,40.47,0.56, -,0.11, -, -, -,0.11,0.11,0.23,0.11,
,,,設計群,"1,193","1,114",266,88,728,16, -, -, -, -, -,1,13,1,1,100.00,93.38,22.30,7.38,61.02,1.34, -, -, -, -, -,0.08,1.09,0.08,0.08,
,,,農業群,"1,803","1,489",498,97,776,64,36, -,1, -, -,2,14, -,1,100.00,82.58,27.62,5.38,43.04,3.55,2.00, -,0.06, -, -,0.11,0.78, -,0.06,
,,,食品群,"1,297","1,126",293,100,680,26,1, -, -, -, -, -,25, -,1,100.00,86.82,22.59,7.71,52.43,2.00,0.08, -, -, -, -, -,1.93, -,0.08,
,,,家政群,"1,414","1,290",308,24,832,72,19,2,20,3, -, -,8,2, -,100.00,91.23,21.78,1.70,58.84,5.09,1.34,0.14,1.41,0.21, -, -,0.57,0.14, -,
,,,餐旅群,978,858,276,79,478,14,1,2,3,1, -, -,3,1, -,100.00,87.73,28.22,8.08,48.88,1.43,0.10,0.20,0.31,0.10, -, -,0.31,0.10, -,
,,,水產群,305,230,140,13,60,6, -, -,4, -, -, -,6, -,1,100.00,75.41,45.90,4.26,19.67,1.97, -, -,1.31, -, -, -,1.97, -,0.33,
,,,海事群,269,168,82,5,56,3,1, -,17,1, -, -,3, -, -,100.00,62.45,30.48,1.86,20.82,1.12,0.37, -,6.32,0.37, -, -,1.12, -, -,
,,,藝術群,151,124,97,5,20,2, -, -, -, -, -, -, -, -, -,100.00,82.12,64.24,3.31,13.25,1.32, -, -, -, -, -, -, -, -, -,
,,,綜合,879,92,2, -,80,9, -,1, -, -, -, -, -, -, -,100.00,10.47,0.23, -,9.10,1.02, -,0.11, -, -, -, -, -, -, -,
,綜合高中,,,"10,728","9,960","2,309",168,"6,993",196,14,1,5,1,2,82,144,20,25,100.00,92.84,21.52,1.57,65.18,1.83,0.13,0.01,0.05,0.01,0.02,0.76,1.34,0.19,0.23,
,,學術群,,"6,293","6,064","1,460",47,"4,278",58,2,1, -, -, -,82,101,17,18,100.00,96.36,23.20,0.75,67.98,0.92,0.03,0.02, -, -, -,1.30,1.60,0.27,0.29,
,,專門學群,,"4,435","3,896",849,121,"2,715",138,12, -,5,1,2, -,43,3,7,100.00,87.85,19.14,2.73,61.22,3.11,0.27, -,0.11,0.02,0.05, -,0.97,0.07,0.16,
,,,機械群,251,209,77,5,115,10, -, -, -, -, -, -,2, -, -,100.00,83.27,30.68,1.99,45.82,3.98, -, -, -, -, -, -,0.80, -, -,
,,,動力機械群,31,13, -,4,6,1, -, -, -, -,2, -, -, -, -,100.00,41.94, -,12.90,19.35,3.23, -, -, -, -,6.45, -, -, -, -,
,,,電機與電子群,396,365,86,4,232,25, -, -, -, -, -, -,11, -,7,100.00,92.17,21.72,1.01,58.59,6.31, -, -, -, -, -, -,2.78, -,1.77,
,,,化工群,71,68,23,5,38, -, -, -, -, -, -, -,2, -, -,100.00,95.77,32.39,7.04,53.52, -, -, -, -, -, -, -,2.82, -, -,
,,,土木與建築群,215,204,68,14,110,9,1, -, -, -, -, -,2, -, -,100.00,94.88,31.63,6.51,51.16,4.19,0.47, -, -, -, -, -,0.93, -, -,
,,,商業與管理群,"1,672","1,486",305,50,"1,075",39,3, -,1, -, -, -,10,3, -,100.00,88.88,18.24,2.99,64.29,2.33,0.18, -,0.06, -, -, -,0.60,0.18, -,
,,,外語群,294,272,42,6,218,2,1, -, -, -, -, -,3, -, -,100.00,92.52,14.29,2.04,74.15,0.68,0.34, -, -, -, -, -,1.02, -, -,
,,,設計群,390,352,41,1,287,21, -, -, -, -, -, -,2, -, -,100.00,90.26,10.51,0.26,73.59,5.38, -, -, -, -, -, -,0.51, -, -,
,,,農業群,95,81,39, -,38,4, -, -, -, -, -, -, -, -, -,100.00,85.26,41.05, -,40.00,4.21, -, -, -, -, -, -, -, -, -,
,,,食品群,279,250,62,22,139,16,6, -,1, -, -, -,4, -, -,100.00,89.61,22.22,7.89,49.82,5.73,2.15, -,0.36, -, -, -,1.43, -, -,
,,,家政群,108,92,5,4,80,3, -, -, -, -, -, -, -, -, -,100.00,85.19,4.63,3.70,74.07,2.78, -, -, -, -, -, -, -, -, -,
,,,餐旅群,566,458,79,6,355,6,1, -,3,1, -, -,7, -, -,100.00,80.92,13.96,1.06,62.72,1.06,0.18, -,0.53,0.18, -, -,1.24, -, -,
,,,水產群,28,14,11, -,3, -, -, -, -, -, -, -, -, -, -,100.00,50.00,39.29, -,10.71, -, -, -, -, -, -, -, -, -, -,
,,,海事群,19,16,9, -,7, -, -, -, -, -, -, -, -, -, -,100.00,84.21,47.37, -,36.84, -, -, -, -, -, -, -, -, -, -,
